,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
16637,1,11 - 20 years,5-7 years,Master's degree,Woman,Banking & Insurance,well payed,1.898766767076028,115000.0
16638,1,5-7 years,5-7 years,Master's degree,Man,Education,bad payed,0.5471022888185165,34000.0
16639,3,11 - 20 years,5-7 years,High School,Man,Technology & Science,very well payed,2.2366828866404056,139000.0
16641,1,21 - 30 years,5-7 years,Master's degree,Woman,Health,well payed,1.2797789212883552,53720.0
16642,3,31 - 40 years,21 - 30 years,College degree,Man,Technology & Science,well payed,1.648490996703018,85800.0
16643,3,5-7 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.1263870652145929,68000.0
16644,0,5-7 years,2 - 4 years,College degree,Woman,Culture,bad payed,0.643649751551196,40000.0
16645,3,8 - 10 years,5-7 years,College degree,Man,Technology & Science,very well payed,2.059679204963827,123000.0
16646,3,11 - 20 years,5-7 years,Master's degree,Man,Technology & Science,very well payed,2.0918616925413867,130000.0
16647,3,21 - 30 years,11 - 20 years,College degree,Man,Non profit Organization,well payed,1.158569552792153,72000.0
16648,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed,1.930949254653588,120000.0
16649,0,2 - 4 years,2 - 4 years,College degree,Woman,Culture,bad payed,0.7562884580726552,47000.0
16650,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.1907520403697125,74000.0
16651,0,11 - 20 years,2 - 4 years,PhD,Woman,Technology & Science,very well payed,4.183723385082773,150000.0
16652,2,8 - 10 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed,0.5712391545016864,35000.0
16653,0,11 - 20 years,8 - 10 years,College degree,Woman,Health,bad payed,0.8785819108673825,54600.0
16654,0,21 - 30 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.1827064184753224,70000.0
16655,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.4964856723565303,93000.0
16656,3,11 - 20 years,11 - 20 years,College degree,Man,Public & Government,well payed,1.6285786926186248,101209.0
16657,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.2390257717360522,73000.0
16658,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,very well payed,2.2366828866404056,123000.0
16659,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,well payed,1.9792229860199275,123000.0
16660,3,11 - 20 years,5-7 years,Master's degree,Man,Technology & Science,well payed,1.882675523287248,105000.0
16661,3,5-7 years,5-7 years,College degree,Man,Other,well payed,1.158569552792153,68000.0
16662,0,21 - 30 years,8 - 10 years,College degree,Woman,Industry,bad payed,0.8850184083828944,45000.0
16663,2,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,bad payed,0.5631935326072964,35000.0
16664,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.011405473597488,125000.0
16665,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.6573981102443296,103000.0
16666,1,5-7 years,5-7 years,Master's degree,Woman,Education,bad payed,0.5953760201848562,37000.0
16667,4,21 - 30 years,8 - 10 years,PhD,Woman,Public & Government,well payed,1.929078521059653,80975.0
16668,3,21 - 30 years,5-7 years,College degree,Man,Technology & Science,very well payed,3.700986071419377,180000.0
16669,3,8 - 10 years,8 - 10 years,College degree,Man,Advertising,well payed,1.2390257717360522,60000.0
16670,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,2.7355114440925825,170000.0
16671,0,5-7 years,2 - 4 years,Master's degree,Prefer not to answer,Technology & Science,well payed,1.416029453412631,85000.0
16672,0,2 - 4 years,5-7 years,College degree,Non-binary,Public & Government,very bad payed ,0.4602095723591051,28600.0
16673,2,8 - 10 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed,0.5631935326072964,35000.0
16674,2,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.0507582194073273,55300.0
16675,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.965474627326794,55000.0
16676,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,3.684894827630597,189000.0
16677,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.3138960145154228,50400.0
16678,3,8 - 10 years,5-7 years,Some college,Man,Technology & Science,very well payed,2.2527741304291857,140000.0
16679,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,bad payed,0.9815658711155738,61000.0
16680,0,8 - 10 years,8 - 10 years,College degree,Woman,Health,well payed,1.60912437887799,100000.0
16682,3,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed,2.992971344713061,136000.0
16683,0,8 - 10 years,8 - 10 years,College degree,Non-binary,Education,bad payed,0.933292139749234,58000.0
16684,1,5-7 years,5-7 years,Master's degree,Man,Education,well payed,1.287299503102392,80000.0
16685,0,21 - 30 years,11 - 20 years,College degree,Woman,Industry,very well payed,2.2527741304291857,105000.0
16686,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Advertising,very well payed,2.6228727375711234,148000.0
16687,4,31 - 40 years,31 - 40 years,PhD,Woman,Public & Government,very well payed,2.9165379367163564,180000.0
16688,3,8 - 10 years,5-7 years,Some college,Man,Health,bad payed,0.643649751551196,40000.0
16689,0,5-7 years,5-7 years,College degree,Woman,Culture,well payed,1.60912437887799,90000.0
16690,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Industry,very well payed,2.230246389124894,126000.0
16691,2,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,well payed,1.25452639603583,42660.0
16692,0,5-7 years,5-7 years,College degree,Woman,Other,bad payed,0.6677866172343657,41500.0
16693,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed,1.930949254653588,120000.0
16694,0,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,bad payed,0.8041759995880642,49000.0
16695,0,21 - 30 years,11 - 20 years,College degree,Woman,Health,well payed,1.4482119409901908,90000.0
16696,3,1 year or less,1 year or less,College degree,Man,Unidentified,well payed,1.045930846270693,60000.0
16698,0,8 - 10 years,5-7 years,College degree,Woman,Public & Government,well payed,1.3291367369532197,82600.0
16699,0,11 - 20 years,5-7 years,College degree,Non-binary,Health,very bad payed ,0.3725122937102546,23150.0
16700,4,31 - 40 years,21 - 30 years,PhD,Woman,Health,very well payed,2.301047861795525,131000.0
16701,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,well payed,1.0781133338482531,67000.0
16702,0,11 - 20 years,11 - 20 years,PhD,Woman,Technology & Science,very well payed,2.365012826127761,90720.0
16703,3,11 - 20 years,11 - 20 years,College degree,Man,Non profit Organization,well payed,1.8344017919209084,110000.0
16704,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.408995616542786,101120.0
16706,3,5-7 years,2 - 4 years,PhD,Man,Technology & Science,very well payed,2.7920290308452733,107100.0
16707,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed,1.416029453412631,80000.0
16708,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,2.0918616925413867,110000.0
16710,1,31 - 40 years,5-7 years,Master's degree,Woman,Banking & Insurance,bad payed,0.7337607167683633,41600.0
16711,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.0918616925413867,130000.0
16712,0,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed,1.0137483586931335,63000.0
16713,3,21 - 30 years,21 - 30 years,High School,Man,Technology & Science,very well payed,5.471022888185165,190000.0
16714,0,1 year or less,1 year or less,College degree,Woman,Health,bad payed,0.8141364794933189,50595.0
16715,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,2.4297778121057645,151000.0
16716,1,31 - 40 years,21 - 30 years,Master's degree,Prefer not to answer,Education,well payed,1.045930846270693,65000.0
16717,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,3.942354728251075,150000.0
16718,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,bad payed,0.8206534332277748,51000.0
16719,4,11 - 20 years,11 - 20 years,PhD,Man,Education,very well payed,2.413686568316985,140000.0
16721,3,8 - 10 years,5-7 years,College degree,Man,Technology & Science,well payed,1.0781133338482531,67000.0
16722,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.8183105481321284,113000.0
16723,1,11 - 20 years,11 - 20 years,Master's degree,Man,Education,well payed,1.4482119409901908,90000.0
16724,0,8 - 10 years,5-7 years,Some college,Woman,Technology & Science,well payed,1.2210890738075872,42840.0
16725,0,21 - 30 years,11 - 20 years,Some college,Woman,Health,well payed,1.4482119409901908,90000.0
16726,1,21 - 30 years,21 - 30 years,Master's degree,Man,Banking & Insurance,very well payed,12.068432841584924,300000.0
16727,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.375801343940681,82000.0
16728,0,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.5631935326072964,35000.0
16729,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed,1.5045312942509204,85000.0
16731,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed,1.2068432841584924,75000.0
16732,0,8 - 10 years,5-7 years,Some college,Woman,Technology & Science,well payed,1.56085064751165,92000.0
16733,3,11 - 20 years,8 - 10 years,Some college,Man,Health,bad payed,0.5149198012409567,32000.0
16734,3,11 - 20 years,5-7 years,College degree,Man,Education,very well payed,2.027496717386267,120000.0
16735,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.1077758719268154,39500.0
16736,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,2.5343708967328338,127500.0
16738,0,2 - 4 years,1 year or less,College degree,Woman,Industry,bad payed,0.8045621894389949,47000.0
16739,0,2 - 4 years,2 - 4 years,Some college,Prefer not to answer,Health,bad payed,0.7860733503256868,48851.0
16741,3,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Health,well payed,1.930949254653588,120000.0
16742,0,11 - 20 years,2 - 4 years,College degree,Woman,Education,bad payed,0.5471022888185165,34000.0
16743,1,21 - 30 years,2 - 4 years,Master's degree,Woman,Health,bad payed,0.926855642233722,50000.0
16744,1,11 - 20 years,11 - 20 years,Master's degree,Man,Public & Government,well payed,1.814274823708786,76156.0
16745,0,2 - 4 years,2 - 4 years,College degree,Woman,Law,bad payed,0.643649751551196,40000.0
16746,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed,2.0918616925413867,130000.0
16747,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,well payed,1.8408382894364204,103000.0
16748,0,8 - 10 years,2 - 4 years,College degree,Woman,Industry,bad payed,0.933292139749234,58000.0
16749,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.413686568316985,120000.0
16750,0,11 - 20 years,2 - 4 years,College degree,Woman,Unidentified,bad payed,0.7883376087092536,30240.0
16751,0,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Technology & Science,very well payed,3.700986071419377,170000.0
16753,3,21 - 30 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,3.620529852475477,205000.0
16755,0,8 - 10 years,8 - 10 years,College degree,Woman,Education,bad payed,0.6919234829175356,43000.0
16756,3,5-7 years,5-7 years,College degree,Man,Unidentified,well payed,1.930949254653588,95000.0
16757,0,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,well payed,1.930949254653588,120000.0
16758,3,8 - 10 years,2 - 4 years,Some college,Man,Other,bad payed,0.931843927808244,56410.0
16759,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,well payed,1.930949254653588,110000.0
16760,4,5-7 years,11 - 20 years,PhD,Man,Education,very well payed,2.8159676630364823,175000.0
16761,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.8183105481321284,101000.0
16762,1,11 - 20 years,5-7 years,Master's degree,Man,Banking & Insurance,well payed,1.6895805978218892,95000.0
16763,0,21 - 30 years,5-7 years,Some college,Woman,Unidentified,very well payed,2.832058906825262,88000.0
16764,0,5-7 years,5-7 years,Master's degree,Woman,Technology & Science,very well payed,2.3171391055843054,144000.0
16765,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.411343683221338,212000.0
16766,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.1022501995314231,65000.0
16767,3,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,well payed,1.460183826369043,90744.0
16768,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,well payed,1.0443217218918153,64900.0
16769,3,21 - 30 years,11 - 20 years,College degree,Man,Industry,well payed,1.4964856723565303,90000.0
16770,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed,2.280386704770732,136716.0
16771,0,8 - 10 years,2 - 4 years,College degree,Non-binary,Public & Government,very bad payed ,0.4988285574521768,31000.0
16772,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.2233180865256337,51350.0
16773,3,11 - 20 years,11 - 20 years,High School,Man,Culture,well payed,1.1424783090033728,67500.0
16774,3,11 - 20 years,11 - 20 years,College degree,Man,Culture,well payed,1.016295025728988,42660.0
16775,1,5-7 years,2 - 4 years,Master's degree,Woman,Industry,well payed,1.3597101001519014,83500.0
16776,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed,3.006648901933524,159850.0
16777,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.253507891145954,77900.0
16778,3,11 - 20 years,8 - 10 years,College degree,Man,Culture,very well payed,2.2654278504244094,81900.0
16779,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed,8.206534332277748,160000.0
16780,3,11 - 20 years,5-7 years,College degree,Man,Industry,very well payed,2.8964238819803816,160000.0
16781,0,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.829613037769368,124564.0
16782,0,11 - 20 years,11 - 20 years,Some college,Woman,Public & Government,well payed,1.4079838315182411,85000.0
16783,1,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,very well payed,2.413686568316985,125000.0
16784,3,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed,2.671146468937463,166000.0
16785,0,11 - 20 years,11 - 20 years,College degree,Woman,Culture,very bad payed ,0.2510234031049664,15600.0
16786,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Industry,well payed,1.6461342395921836,93000.0
16787,1,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Education,well payed,1.045930846270693,65000.0
16788,0,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,well payed,1.158569552792153,66000.0
16790,0,8 - 10 years,8 - 10 years,College degree,Woman,Other,well payed,1.56085064751165,90000.0
16791,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.933292139749234,53000.0
16793,0,2 - 4 years,2 - 4 years,College degree,Woman,Health,bad payed,0.5792847763960763,36000.0
16794,1,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,well payed,1.4562575628845809,87500.0
16795,0,8 - 10 years,8 - 10 years,College degree,Woman,Other,well payed,1.56085064751165,90000.0
16796,3,5-7 years,5-7 years,College degree,Man,Industry,well payed,1.1022501995314231,60000.0
16797,3,11 - 20 years,11 - 20 years,College degree,Man,Non profit Organization,well payed,1.2953451249967818,80000.0
16798,0,11 - 20 years,11 - 20 years,Some college,Woman,Unidentified,very well payed,2.8642413944028218,118000.0
16799,0,5-7 years,2 - 4 years,College degree,Woman,Advertising,bad payed,0.965474627326794,60000.0
16800,0,8 - 10 years,5-7 years,College degree,Woman,Public & Government,bad payed,0.8367446770165546,52000.0
16801,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,very well payed,5.471022888185165,240000.0
16802,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Industry,very well payed,2.413686568316985,130000.0
16803,3,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,6.356041296568059,305000.0
16804,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,very well payed,2.220591642851626,118000.0
16805,3,21 - 30 years,21 - 30 years,College degree,Man,Non profit Organization,very well payed,2.1723179114852864,135000.0
16806,1,5-7 years,5-7 years,Master's degree,Woman,Other,very well payed,3.459617414587678,175000.0
16807,3,8 - 10 years,5-7 years,High School,Man,Technology & Science,well payed,1.3138960145154228,50400.0
16809,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed,2.011405473597488,120000.0
16810,2,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,very well payed,4.586004479802271,185000.0
16811,0,1 year or less,1 year or less,College degree,Woman,Technology & Science,very well payed,2.655055225148683,128000.0
16812,1,8 - 10 years,5-7 years,Master's degree,Woman,Culture,well payed,1.045930846270693,65000.0
16813,0,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,very well payed,2.0637983609681725,76630.0
16814,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed,2.4056409464225945,139500.0
16815,0,5-7 years,2 - 4 years,College degree,Woman,Unidentified,well payed,1.135410710882409,42660.0
16817,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,very well payed,4.505548260858372,280000.0
16818,1,5-7 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.965474627326794,60000.0
16819,2,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,very well payed,4.575948160853821,120080.0
16820,1,8 - 10 years,5-7 years,Master's degree,Man,Advertising,well payed,1.60912437887799,90000.0
16821,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,well payed,1.8344017919209084,109000.0
16822,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.21824875775598,170000.0
16824,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Other,bad payed,0.5631935326072964,35000.0
16825,3,11 - 20 years,11 - 20 years,High School,Man,Technology & Science,very well payed,4.129471063338799,100800.0
16826,3,11 - 20 years,11 - 20 years,College degree,Man,Advertising,very well payed,2.2527741304291857,140000.0
16827,3,8 - 10 years,8 - 10 years,High School,Man,Technology & Science,well payed,1.1263870652145929,70000.0
16829,3,8 - 10 years,2 - 4 years,Master's degree,Man,Technology & Science,well payed,1.57694189130043,98000.0
16830,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.494142787260884,125000.0
16831,0,31 - 40 years,31 - 40 years,Some college,Woman,Industry,bad payed,0.7723797018614351,45000.0
16832,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.965474627326794,60000.0
16833,1,21 - 30 years,21 - 30 years,Master's degree,Man,Education,very well payed,2.00369142213602,76860.0
16834,0,11 - 20 years,11 - 20 years,Some college,Woman,Health,well payed,1.3355732344687314,78000.0
16835,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.1562266676965063,124000.0
16836,0,5-7 years,5-7 years,College degree,Woman,Education,bad payed,0.933292139749234,58000.0
16837,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed,2.4619602996833243,113000.0
16838,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Industry,bad payed,0.702865528693906,43680.0
16839,1,8 - 10 years,5-7 years,Master's degree,Woman,Education,well payed,1.9055531732418525,79987.5
16840,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed,1.3194819906799515,77000.0
16841,3,11 - 20 years,2 - 4 years,College degree,Man,Advertising,well payed,1.1666151746865423,72500.0
16842,3,11 - 20 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.5447594037228702,96000.0
16843,0,5-7 years,2 - 4 years,College degree,Woman,Health,bad payed,0.5310110450297366,33000.0
16844,2,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.6895805978218892,90000.0
16845,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Industry,bad payed,0.702865528693906,43680.0
16846,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,3.540073633531577,185000.0
16847,0,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.623284673412116,100880.0
16848,1,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,very well payed,4.82737313663397,300000.0
16849,0,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed,0.6597409953399758,41000.0
16850,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Health,well payed,1.5206225380397005,94500.0
16851,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,very well payed,2.558507762416004,144000.0
16852,0,5-7 years,2 - 4 years,College degree,Woman,Industry,well payed,1.60912437887799,100000.0
16853,2,8 - 10 years,2 - 4 years,College degree,Man,Banking & Insurance,very well payed,3.13779253881208,135000.0
16855,4,11 - 20 years,11 - 20 years,PhD,Man,Education,well payed,1.6464092265420591,75260.0
16856,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,well payed,1.3275276125743416,82500.0
16857,0,11 - 20 years,1 year or less,College degree,Woman,Technology & Science,well payed,1.1424783090033728,65000.0
16858,0,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,very well payed,2.3525347817800646,98750.0
16859,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.320357354342061,144200.0
16860,0,11 - 20 years,5-7 years,Some college,Woman,Health,well payed,1.045930846270693,50000.0
16861,0,11 - 20 years,2 - 4 years,College degree,Woman,Advertising,bad payed,0.8689271645941145,50000.0
16862,3,8 - 10 years,2 - 4 years,College degree,Man,Advertising,well payed,1.6413068664555497,80000.0
16863,1,8 - 10 years,5-7 years,Master's degree,Woman,Consulting,very well payed,3.025153832290621,173000.0
16864,0,2 - 4 years,1 year or less,Some college,Woman,Industry,well payed,1.0169666074508896,57200.0
16865,0,11 - 20 years,8 - 10 years,Some college,Woman,Technology & Science,well payed,1.5125769161453104,94000.0
16866,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,2.0918616925413867,130000.0
16867,0,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,well payed,1.898766767076028,118000.0
16868,0,8 - 10 years,2 - 4 years,PhD,Woman,Technology & Science,very well payed,2.4619602996833243,145000.0
16869,0,8 - 10 years,5-7 years,College degree,Woman,Public & Government,bad payed,0.7014334079967045,43591.0
16870,0,2 - 4 years,2 - 4 years,Master's degree,Non-binary,Technology & Science,well payed,1.0620220900594732,66000.0
16871,1,5-7 years,1 year or less,Master's degree,Woman,Education,bad payed,0.8850184083828944,55000.0
16872,0,21 - 30 years,2 - 4 years,College degree,Woman,Health,bad payed,0.7363353157745681,45760.0
16873,3,8 - 10 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed,3.942354728251075,190000.0
16874,1,5-7 years,2 - 4 years,Master's degree,Woman,Health,very well payed,2.220591642851626,120000.0
16875,0,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,bad payed,0.8367446770165546,52000.0
16876,3,21 - 30 years,11 - 20 years,Some college,Man,Law,well payed,1.3516644782575111,79000.0
16877,1,5-7 years,5-7 years,Master's degree,Woman,Industry,well payed,1.5447594037228702,90000.0
16878,0,5-7 years,2 - 4 years,College degree,Woman,Health,bad payed,0.7241059704950954,45000.0
16879,0,5-7 years,2 - 4 years,College degree,Woman,Public & Government,bad payed,0.7963073813753508,49487.0
16880,3,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,very well payed,2.4458690558945446,152000.0
16881,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,well payed,1.6203649979498842,83780.0
16882,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Other,bad payed,0.788470945650215,49000.0
16883,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Non profit Organization,very well payed,2.0918616925413867,130000.0
16884,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,10.459308462706934,300000.0
16885,3,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed,4.183723385082773,260000.0
16886,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed,2.413686568316985,150000.0
16887,3,5-7 years,5-7 years,Master's degree,Man,Technology & Science,very well payed,3.0412450760794005,189000.0
16888,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed,2.7837851754589225,170000.0
16889,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,10.459308462706934,300000.0
16890,1,5-7 years,5-7 years,Master's degree,Woman,Culture,bad payed,0.796516567544605,49500.0
16891,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed,1.287299503102392,80000.0
16892,0,21 - 30 years,8 - 10 years,College degree,Woman,Other,bad payed,0.9539532967740276,56784.0
16894,1,11 - 20 years,8 - 10 years,Master's degree,Non-binary,Industry,well payed,1.737854329188229,108000.0
16895,3,21 - 30 years,21 - 30 years,College degree,Man,Health,well payed,1.1698334234442986,72700.0
16896,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,well payed,1.4321206972014109,87000.0
16897,0,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,well payed,1.914858010864808,119000.0
16898,1,21 - 30 years,2 - 4 years,Master's degree,Woman,Health,bad payed,0.8528359208053345,53000.0
16899,0,21 - 30 years,11 - 20 years,Master's degree,Non-binary,Technology & Science,very well payed,5.1810558414332,167480.0
16900,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.107952936330167,117000.0
16901,0,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.7698051028552303,47840.0
16902,2,8 - 10 years,5-7 years,College degree,Man,Banking & Insurance,well payed,1.4482119409901908,70000.0
16903,3,11 - 20 years,11 - 20 years,High School,Man,Industry,bad payed,0.8515486213022322,49920.0
16905,2,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,bad payed,0.9011096521716744,56000.0
16906,1,2 - 4 years,1 year or less,Master's degree,Man,Culture,bad payed,0.643649751551196,40000.0
16907,0,5-7 years,2 - 4 years,PhD,Woman,Technology & Science,very well payed,2.751602687881362,147000.0
16908,0,2 - 4 years,2 - 4 years,College degree,Non-binary,Non profit Organization,bad payed,0.6500862490667079,40000.0
16909,1,21 - 30 years,5-7 years,Master's degree,Woman,Education,bad payed,0.9374758631343167,58260.0
16910,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,well payed,1.940207443563148,95400.0
16911,0,5-7 years,5-7 years,College degree,Woman,Non profit Organization,bad payed,0.7031873535696815,43700.0
16912,0,8 - 10 years,5-7 years,College degree,Woman,Education,well payed,1.411520869068039,59250.0
16913,1,5-7 years,2 - 4 years,Master's degree,Woman,Other,well payed,1.269599134934734,77400.0
16914,0,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed,1.6413068664555497,97000.0
16915,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very bad payed ,0.2896423881980381,18000.0
16916,0,31 - 40 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,4.183723385082773,260000.0
16917,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,well payed,1.4321206972014109,79000.0
16918,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.540073633531577,200000.0
16919,3,11 - 20 years,11 - 20 years,College degree,Man,Other,bad payed,0.8552496073736515,53000.0
16920,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.102803738317757,130680.0
